title,xlabel,ylabel,linename,xvalue,yvalue
Time Error,Progress (steps),Error (s),Baseline,1.0,218.38899999999762
Time Error,Progress (steps),Error (s),Baseline,2.0,105.52899999999883
Time Error,Progress (steps),Error (s),Baseline,3.0,67.73831499999966
Time Error,Progress (steps),Error (s),Baseline,4.0,48.861151999999365
Time Error,Progress (steps),Error (s),Baseline,5.0,38.049500000000556
Time Error,Progress (steps),Error (s),Baseline,6.0,30.79796799999988
Time Error,Progress (steps),Error (s),Baseline,7.0,25.463641999999915
Time Error,Progress (steps),Error (s),Baseline,8.0,22.062579999999866
Time Error,Progress (steps),Error (s),Baseline,9.0,19.061374999999995
Time Error,Progress (steps),Error (s),Baseline,10.0,16.63783999999991
Time Error,Progress (steps),Error (s),Baseline,11.0,14.463835000000007
Time Error,Progress (steps),Error (s),Baseline,12.0,13.07053400000002
Time Error,Progress (steps),Error (s),Baseline,13.0,11.681120000000034
Time Error,Progress (steps),Error (s),Baseline,14.0,10.690055999999972
Time Error,Progress (steps),Error (s),Baseline,15.0,9.499005000000016
Time Error,Progress (steps),Error (s),Baseline,17.0,8.107497000000004
Time Error,Progress (steps),Error (s),Baseline,16.0,8.744475999999983
Time Error,Progress (steps),Error (s),Baseline,19.0,6.915935999999985
Time Error,Progress (steps),Error (s),Baseline,18.0,7.440788000000009
Time Error,Progress (steps),Error (s),Baseline,21.0,5.820676999999993
Time Error,Progress (steps),Error (s),Baseline,20.0,6.357040000000049
Time Error,Progress (steps),Error (s),Baseline,23.0,4.580902
Time Error,Progress (steps),Error (s),Baseline,22.0,5.213144000000008
Time Error,Progress (steps),Error (s),Baseline,25.0,3.6039800000000017
Time Error,Progress (steps),Error (s),Baseline,24.0,4.0746660000000015
Time Error,Progress (steps),Error (s),Baseline,27.0,2.6236549999999994
Time Error,Progress (steps),Error (s),Baseline,26.0,3.1003159999999887
Time Error,Progress (steps),Error (s),Baseline,29.0,1.5475629999999994
Time Error,Progress (steps),Error (s),Baseline,28.0,2.1248400000000007
Time Confidence,Confidence,Probability correct,Baseline,0.0,0.22
Time Confidence,Confidence,Probability correct,Baseline,0.1,0.966
Time Confidence,Confidence,Probability correct,Baseline,0.8,1.0
Time Confidence,Confidence,Probability correct,Baseline,0.9,1.0
Time Confidence,Confidence,Probability correct,Baseline,0.7,1.0
Time Confidence,Confidence,Probability correct,Baseline,0.6,1.0
Time Confidence,Confidence,Probability correct,Baseline,0.5,1.0
Time Confidence,Confidence,Probability correct,Baseline,0.4,1.0
Time Confidence,Confidence,Probability correct,Baseline,0.2,1.0
Time Confidence,Confidence,Probability correct,Baseline,0.3,1.0
Steps Error,Progress (steps),Error (steps),Baseline,1.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,2.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,3.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,4.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,5.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,6.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,7.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,8.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,9.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,10.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,11.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,12.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,13.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,14.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,15.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,17.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,16.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,19.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,18.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,21.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,20.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,23.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,22.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,25.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,24.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,27.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,26.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,29.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,28.0,0.0
Steps Confidence,Confidence,Probability correct,Baseline,0.0,1.0
Steps Confidence,Confidence,Probability correct,Baseline,0.1,1.0
Steps Confidence,Confidence,Probability correct,Baseline,0.8,1.0
Steps Confidence,Confidence,Probability correct,Baseline,0.9,1.0
Steps Confidence,Confidence,Probability correct,Baseline,0.7,1.0
Steps Confidence,Confidence,Probability correct,Baseline,0.6,1.0
Steps Confidence,Confidence,Probability correct,Baseline,0.5,1.0
Steps Confidence,Confidence,Probability correct,Baseline,0.4,1.0
Steps Confidence,Confidence,Probability correct,Baseline,0.2,1.0
Steps Confidence,Confidence,Probability correct,Baseline,0.3,1.0
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],1.0,7.371084000000008
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],2.0,7.977095000000001
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],3.0,7.932728000000009
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],4.0,7.839148000000002
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],5.0,7.639875999999996
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],6.0,7.680548000000014
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],7.0,7.847169000000002
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],8.0,7.95896300000001
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],9.0,8.209466000000008
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],10.0,8.268892000000042
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],11.0,8.426372999999957
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],12.0,8.338828999999976
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],13.0,8.21510699999999
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],14.0,8.009835000000008
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],15.0,8.01641499999999
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],17.0,7.869217000000017
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],16.0,7.920575999999965
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],19.0,7.553942000000014
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],18.0,7.813013000000065
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],21.0,7.397924999999991
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],20.0,7.48767900000002
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],23.0,7.155337999999985
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],22.0,7.208546000000064
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],25.0,6.991635999999996
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],24.0,7.109299999999976
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],27.0,6.745425000000013
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],26.0,6.781635000000024
Time Error,Progress (steps),Error (s),Average Tree [0.35|0.35|0.3],29.0,6.941664000000029
