title,xlabel,ylabel,linename,xvalue,yvalue
Time Error,Progress (steps),Error (s),Baseline,1.0,218.38899999999762
Time Error,Progress (steps),Error (s),Baseline,2.0,105.52899999999883
Time Error,Progress (steps),Error (s),Baseline,3.0,67.73831499999966
Time Error,Progress (steps),Error (s),Baseline,4.0,48.861151999999365
Time Error,Progress (steps),Error (s),Baseline,5.0,38.049500000000556
Time Error,Progress (steps),Error (s),Baseline,6.0,30.79796799999988
Time Error,Progress (steps),Error (s),Baseline,7.0,25.463641999999915
Time Error,Progress (steps),Error (s),Baseline,8.0,22.062579999999866
Time Error,Progress (steps),Error (s),Baseline,9.0,19.061374999999995
Time Error,Progress (steps),Error (s),Baseline,10.0,16.63783999999991
Time Error,Progress (steps),Error (s),Baseline,11.0,14.463835000000007
Time Error,Progress (steps),Error (s),Baseline,12.0,13.07053400000002
Time Error,Progress (steps),Error (s),Baseline,13.0,11.681120000000034
Time Error,Progress (steps),Error (s),Baseline,14.0,10.690055999999972
Time Error,Progress (steps),Error (s),Baseline,15.0,9.499005000000016
Time Error,Progress (steps),Error (s),Baseline,17.0,8.107497000000004
Time Error,Progress (steps),Error (s),Baseline,16.0,8.744475999999983
Time Error,Progress (steps),Error (s),Baseline,19.0,6.915935999999985
Time Error,Progress (steps),Error (s),Baseline,18.0,7.440788000000009
Time Error,Progress (steps),Error (s),Baseline,21.0,5.820676999999993
Time Error,Progress (steps),Error (s),Baseline,20.0,6.357040000000049
Time Error,Progress (steps),Error (s),Baseline,23.0,4.580902
Time Error,Progress (steps),Error (s),Baseline,22.0,5.213144000000008
Time Error,Progress (steps),Error (s),Baseline,25.0,3.6039800000000017
Time Error,Progress (steps),Error (s),Baseline,24.0,4.0746660000000015
Time Error,Progress (steps),Error (s),Baseline,27.0,2.6236549999999994
Time Error,Progress (steps),Error (s),Baseline,26.0,3.1003159999999887
Time Error,Progress (steps),Error (s),Baseline,29.0,1.5475629999999994
Time Error,Progress (steps),Error (s),Baseline,28.0,2.1248400000000007
Time Confidence,Confidence,Probability correct,Baseline,0.0,0.22
Time Confidence,Confidence,Probability correct,Baseline,0.1,0.966
Time Confidence,Confidence,Probability correct,Baseline,0.8,1.0
Time Confidence,Confidence,Probability correct,Baseline,0.9,1.0
Time Confidence,Confidence,Probability correct,Baseline,0.7,1.0
Time Confidence,Confidence,Probability correct,Baseline,0.6,1.0
Time Confidence,Confidence,Probability correct,Baseline,0.5,1.0
Time Confidence,Confidence,Probability correct,Baseline,0.4,1.0
Time Confidence,Confidence,Probability correct,Baseline,0.2,1.0
Time Confidence,Confidence,Probability correct,Baseline,0.3,1.0
Steps Error,Progress (steps),Error (steps),Baseline,1.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,2.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,3.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,4.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,5.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,6.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,7.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,8.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,9.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,10.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,11.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,12.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,13.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,14.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,15.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,17.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,16.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,19.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,18.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,21.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,20.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,23.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,22.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,25.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,24.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,27.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,26.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,29.0,0.0
Steps Error,Progress (steps),Error (steps),Baseline,28.0,0.0
Steps Confidence,Confidence,Probability correct,Baseline,0.0,1.0
Steps Confidence,Confidence,Probability correct,Baseline,0.1,1.0
Steps Confidence,Confidence,Probability correct,Baseline,0.8,1.0
Steps Confidence,Confidence,Probability correct,Baseline,0.9,1.0
Steps Confidence,Confidence,Probability correct,Baseline,0.7,1.0
Steps Confidence,Confidence,Probability correct,Baseline,0.6,1.0
Steps Confidence,Confidence,Probability correct,Baseline,0.5,1.0
Steps Confidence,Confidence,Probability correct,Baseline,0.4,1.0
Steps Confidence,Confidence,Probability correct,Baseline,0.2,1.0
Steps Confidence,Confidence,Probability correct,Baseline,0.3,1.0
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],1.0,17.505904999999856
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],2.0,11.005125000000044
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],3.0,7.286659999999996
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],4.0,8.182474999999926
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],5.0,13.24189999999974
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],6.0,20.34489999999982
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],7.0,10.602750000000043
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],8.0,6.542023999999998
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],9.0,10.76396100000001
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],10.0,22.684376999999657
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],11.0,15.15450099999985
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],12.0,8.579350999999942
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],13.0,36.539500000000544
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],14.0,29.062499999999766
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],15.0,21.499500000000097
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],17.0,7.270599999999931
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],16.0,13.970550999999727
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],19.0,17.685333000000174
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],18.0,4.891373999999993
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],21.0,12.972144999999735
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],20.0,20.442382999999758
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],23.0,4.054609999999976
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],22.0,6.06828099999995
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],25.0,19.18859899999964
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],24.0,11.471648500000057
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],27.0,4.635526000000005
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],26.0,11.96400000000011
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],29.0,10.716999999999926
Time Error,Progress (steps),Error (s),Neural Network [7|20|10],28.0,3.2973160000000274
Time Confidence,Confidence,Probability correct,Neural Network [7|20|10],0.5,1.0
Time Confidence,Confidence,Probability correct,Neural Network [7|20|10],0.6,1.0
Time Confidence,Confidence,Probability correct,Neural Network [7|20|10],0.7,1.0
Time Confidence,Confidence,Probability correct,Neural Network [7|20|10],0.4,1.0
